case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-006072	ir-diff	0	1	0		13	13	0	PASS	page/1/footer	page/1/footer	1	0	0	0	3				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/병무청/2023/보도자료-회의록-006072.hwpx	hwpx	병무청	회의록	2023	보도자료
v-abstain-006073	ir-diff	0	1	0		13	13	0	PASS	page/0/body	page/0/body	1	0	0	0	4				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/산림청/2023/보도자료-회의록-006073.hwp	hwp	산림청	회의록	2023	보도자료
v-abstain-006074	ir-diff	0	1	0		13	13	0	PASS	page/0/para/0	page/0/para/0	1	0	0	0	4				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/농촌진흥청/2023/보도자료-회의록-006074.hwpx	hwpx	농촌진흥청	회의록	2023	보도자료
v-abstain-006075	ir-diff	0	1	0		13	13	0	PASS	page/0/table/0	page/0/table/0	1	0	0	0	4				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/중소벤처기업부/2023/보도자료-회의록-006075.hwp	hwp	중소벤처기업부	회의록	2023	보도자료
v-abstain-006076	ir-diff	0	1	0		13	13	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0	1	0	0	0	4				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/과학기술정보통신부/2023/보도자료-회의록-006076.hwpx	hwpx	과학기술정보통신부	회의록	2023	보도자료
v-abstain-006077	ir-diff	0	1	0		13	13	0	PASS	page/1/header	page/1/header	1	0	0	0	4				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/문화체육관광부/2023/보도자료-회의록-006077.hwp	hwp	문화체육관광부	회의록	2023	보도자료
v-abstain-006078	ir-diff	0	1	0		13	13	0	PASS	page/1/footer	page/1/footer	1	0	0	0	4				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/환경부/2023/보도자료-회의록-006078.hwpx	hwpx	환경부	회의록	2023	보도자료
v-abstain-006079	ir-diff	0	1	0		13	13	0	PASS	page/0/body	page/0/body	1	0	0	0	5				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/해양수산부/2023/보도자료-회의록-006079.hwp	hwp	해양수산부	회의록	2023	보도자료
v-abstain-006080	ir-diff	0	1	0		13	13	0	PASS	page/0/para/0	page/0/para/0	1	0	0	0	5				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/법제처/2023/내부결재-고시-006080.hwpx	hwpx	법제처	고시	2023	내부결재
v-abstain-006081	ir-diff	0	1	0		13	13	0	PASS	page/0/table/0	page/0/table/0	1	0	0	0	5				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/행정안전부/2023/내부결재-고시-006081.hwp	hwp	행정안전부	고시	2023	내부결재
v-abstain-006082	ir-diff	0	1	0		13	13	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0	1	0	0	0	5				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/국세청/2023/내부결재-고시-006082.hwpx	hwpx	국세청	고시	2023	내부결재
v-abstain-006083	ir-diff	0	1	0		13	13	0	PASS	page/1/header	page/1/header	1	0	0	0	5				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/대법원/2023/내부결재-고시-006083.hwp	hwp	대법원	고시	2023	내부결재
v-abstain-006084	ir-diff	0	1	0		13	13	0	PASS	page/1/footer	page/1/footer	1	0	0	0	5				1			0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/특허청/2023/내부결재-고시-006084.hwpx	hwpx	특허청	고시	2023	내부결재
v-abstain-006085	ir-diff	0	1	0		13	13	0	PASS	page/0/body	page/0/body	1	0	0	0	0				1			0			1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/교육부/2023/내부결재-고시-006085.hwp	hwp	교육부	고시	2023	내부결재
